Date_and_time, Temp_0, Temp_1, Temp_2, Temp_3, Temp_4, Temp_5, Temp_6, Temp_7, Temp_8, Temp_9, Temp_10, Temp_11, Temp_12, Temp_13, Temp_14, Temp_15
2025-08-15 19:43:44.654, 26.894, 26.897, 27.108, 27.005, 24.654, 24.363, 62.767, 62.767, 26.721, 26.762, 26.971, 26.820, 24.654, 24.363, 62.767, 62.767
2025-08-15 19:43:45.655, 26.893, 26.895, 27.107, 27.004, 24.655, 24.365, 62.767, 62.767, 26.720, 26.760, 26.970, 26.819, 24.655, 24.365, 62.767, 62.767
2025-08-15 19:43:46.656, 26.893, 26.897, 27.105, 27.002, 24.657, 24.367, 62.767, 62.767, 26.720, 26.762, 26.968, 26.817, 24.657, 24.367, 62.767, 62.767
2025-08-15 19:43:47.656, 26.892, 26.897, 27.104, 27.002, 24.658, 24.368, 62.767, 62.767, 26.719, 26.762, 26.967, 26.817, 24.658, 24.368, 62.767, 62.767
2025-08-15 19:43:48.657, 26.890, 26.894, 27.103, 27.001, 24.658, 24.369, 62.767, 62.767, 26.717, 26.759, 26.966, 26.816, 24.658, 24.369, 62.767, 62.767
2025-08-15 19:43:49.658, 26.889, 26.893, 27.102, 26.999, 24.658, 24.370, 62.767, 62.767, 26.716, 26.758, 26.965, 26.814, 24.658, 24.370, 62.767, 62.767
2025-08-15 19:43:50.658, 26.888, 26.892, 27.100, 26.999, 24.659, 24.370, 62.767, 62.767, 26.715, 26.757, 26.963, 26.814, 24.659, 24.370, 62.767, 62.767
2025-08-15 19:43:51.659, 26.888, 26.890, 27.099, 26.997, 24.661, 24.370, 62.767, 62.767, 26.715, 26.755, 26.962, 26.812, 24.661, 24.370, 62.767, 62.767
2025-08-15 19:43:52.659, 26.887, 26.891, 27.097, 26.996, 24.661, 24.371, 62.767, 62.767, 26.714, 26.756, 26.960, 26.811, 24.661, 24.371, 62.767, 62.767
2025-08-15 19:43:53.659, 26.886, 26.890, 27.095, 26.995, 24.662, 24.373, 62.767, 62.767, 26.713, 26.755, 26.958, 26.810, 24.662, 24.373, 62.767, 62.767
2025-08-15 19:43:54.660, 26.885, 26.889, 27.094, 26.993, 24.663, 24.374, 62.767, 62.767, 26.712, 26.754, 26.957, 26.808, 24.663, 24.374, 62.767, 62.767
2025-08-15 19:43:55.661, 26.884, 26.888, 27.093, 26.992, 24.664, 24.376, 62.767, 62.767, 26.711, 26.753, 26.956, 26.807, 24.664, 24.376, 62.767, 62.767
2025-08-15 19:43:56.661, 26.883, 26.888, 27.092, 26.991, 24.666, 24.379, 62.767, 62.767, 26.710, 26.753, 26.955, 26.806, 24.666, 24.379, 62.767, 62.767
2025-08-15 19:43:57.662, 26.881, 26.887, 27.090, 26.990, 24.666, 24.382, 62.767, 62.767, 26.708, 26.752, 26.953, 26.805, 24.666, 24.382, 62.767, 62.767
2025-08-15 19:43:58.662, 26.879, 26.885, 27.088, 26.989, 24.667, 24.383, 62.767, 62.767, 26.706, 26.750, 26.951, 26.804, 24.667, 24.383, 62.767, 62.767
2025-08-15 19:43:59.663, 26.879, 26.884, 27.087, 26.987, 24.668, 24.386, 62.767, 62.767, 26.706, 26.749, 26.950, 26.802, 24.668, 24.386, 62.767, 62.767
2025-08-15 19:44:00.663, 26.879, 26.883, 27.085, 26.986, 24.669, 24.388, 62.767, 62.767, 26.706, 26.748, 26.948, 26.801, 24.669, 24.388, 62.767, 62.767
2025-08-15 19:44:01.664, 26.878, 26.882, 27.082, 26.984, 24.671, 24.389, 62.767, 62.767, 26.705, 26.747, 26.945, 26.799, 24.671, 24.389, 62.767, 62.767
2025-08-15 19:44:02.664, 26.876, 26.881, 27.080, 26.983, 24.671, 24.391, 62.767, 62.767, 26.703, 26.746, 26.943, 26.798, 24.671, 24.391, 62.767, 62.767
2025-08-15 19:44:03.665, 26.875, 26.879, 27.080, 26.981, 24.672, 24.391, 62.767, 62.767, 26.702, 26.744, 26.943, 26.796, 24.672, 24.391, 62.767, 62.767
2025-08-15 19:44:04.665, 26.874, 26.879, 27.077, 26.980, 24.672, 24.391, 62.767, 62.767, 26.701, 26.744, 26.940, 26.795, 24.672, 24.391, 62.767, 62.767
2025-08-15 19:44:05.666, 26.873, 26.879, 27.075, 26.979, 24.673, 24.392, 62.767, 62.767, 26.700, 26.744, 26.938, 26.794, 24.673, 24.392, 62.767, 62.767
2025-08-15 19:44:06.666, 26.872, 26.878, 27.073, 26.978, 24.675, 24.392, 62.767, 62.767, 26.699, 26.743, 26.936, 26.793, 24.675, 24.392, 62.767, 62.767
2025-08-15 19:44:07.666, 26.870, 26.876, 27.071, 26.976, 24.676, 24.392, 62.767, 62.767, 26.697, 26.741, 26.934, 26.791, 24.676, 24.392, 62.767, 62.767
2025-08-15 19:44:08.667, 26.869, 26.874, 27.069, 26.974, 24.677, 24.392, 62.767, 62.767, 26.696, 26.739, 26.932, 26.789, 24.677, 24.392, 62.767, 62.767
2025-08-15 19:44:09.667, 26.867, 26.874, 27.068, 26.973, 24.677, 24.393, 62.767, 62.767, 26.694, 26.739, 26.931, 26.788, 24.677, 24.393, 62.767, 62.767
2025-08-15 19:44:10.668, 26.866, 26.874, 27.066, 26.971, 24.678, 24.393, 62.767, 62.767, 26.693, 26.739, 26.929, 26.786, 24.678, 24.393, 62.767, 62.767
2025-08-15 19:44:11.668, 26.866, 26.873, 27.065, 26.968, 24.678, 24.393, 62.767, 62.767, 26.693, 26.738, 26.928, 26.783, 24.678, 24.393, 62.767, 62.767
2025-08-15 19:44:12.669, 26.864, 26.870, 27.062, 26.967, 24.680, 24.393, 62.767, 62.767, 26.691, 26.735, 26.925, 26.782, 24.680, 24.393, 62.767, 62.767
2025-08-15 19:44:13.670, 26.862, 26.869, 27.060, 26.965, 24.680, 24.393, 62.767, 62.767, 26.689, 26.734, 26.923, 26.780, 24.680, 24.393, 62.767, 62.767
2025-08-15 19:44:14.670, 26.862, 26.869, 27.057, 26.965, 24.681, 24.395, 62.767, 62.767, 26.689, 26.734, 26.920, 26.780, 24.681, 24.395, 62.767, 62.767
2025-08-15 19:44:15.670, 26.860, 26.868, 27.055, 26.963, 24.681, 24.396, 62.767, 62.767, 26.687, 26.733, 26.918, 26.778, 24.681, 24.396, 62.767, 62.767
2025-08-15 19:44:16.671, 26.857, 26.866, 27.053, 26.961, 24.683, 24.396, 62.767, 62.767, 26.684, 26.731, 26.916, 26.776, 24.683, 24.396, 62.767, 62.767
2025-08-15 19:44:17.671, 26.855, 26.865, 27.051, 26.959, 24.683, 24.397, 62.767, 62.767, 26.682, 26.730, 26.914, 26.774, 24.683, 24.397, 62.767, 62.767
2025-08-15 19:44:18.672, 26.855, 26.865, 27.049, 26.957, 24.684, 24.397, 62.767, 62.767, 26.682, 26.730, 26.912, 26.772, 24.684, 24.397, 62.767, 62.767
2025-08-15 19:44:19.673, 26.853, 26.863, 27.047, 26.956, 24.686, 24.398, 62.767, 62.767, 26.680, 26.728, 26.910, 26.771, 24.686, 24.398, 62.767, 62.767
2025-08-15 19:44:20.673, 26.851, 26.861, 27.046, 26.954, 24.686, 24.400, 62.767, 62.767, 26.678, 26.726, 26.909, 26.769, 24.686, 24.400, 62.767, 62.767
2025-08-15 19:44:21.674, 26.850, 26.860, 27.043, 26.951, 24.687, 24.401, 62.767, 62.767, 26.677, 26.725, 26.906, 26.766, 24.687, 24.401, 62.767, 62.767
2025-08-15 19:44:22.674, 26.847, 26.857, 27.039, 26.950, 24.689, 24.401, 62.767, 62.767, 26.674, 26.722, 26.902, 26.765, 24.689, 24.401, 62.767, 62.767
2025-08-15 19:44:23.675, 26.847, 26.856, 27.038, 26.948, 24.689, 24.402, 62.767, 62.767, 26.674, 26.721, 26.901, 26.763, 24.689, 24.402, 62.767, 62.767
2025-08-15 19:44:24.675, 26.845, 26.855, 27.035, 26.945, 24.690, 24.403, 62.767, 62.767, 26.672, 26.720, 26.898, 26.760, 24.690, 24.403, 62.767, 62.767
2025-08-15 19:44:25.675, 26.842, 26.853, 27.033, 26.944, 24.691, 24.403, 62.767, 62.767, 26.669, 26.718, 26.896, 26.759, 24.691, 24.403, 62.767, 62.767
2025-08-15 19:44:26.676, 26.840, 26.852, 27.031, 26.943, 24.691, 24.403, 62.767, 62.767, 26.667, 26.717, 26.894, 26.758, 24.691, 24.403, 62.767, 62.767
2025-08-15 19:44:27.676, 26.838, 26.850, 27.030, 26.941, 24.691, 24.403, 62.767, 62.767, 26.665, 26.715, 26.893, 26.756, 24.691, 24.403, 62.767, 62.767
2025-08-15 19:44:28.677, 26.837, 26.848, 27.028, 26.939, 24.692, 24.402, 62.767, 62.767, 26.664, 26.713, 26.891, 26.754, 24.692, 24.402, 62.767, 62.767
2025-08-15 19:44:29.677, 26.836, 26.847, 27.026, 26.937, 24.694, 24.403, 62.767, 62.767, 26.663, 26.712, 26.889, 26.752, 24.694, 24.403, 62.767, 62.767
2025-08-15 19:44:30.678, 26.834, 26.845, 27.024, 26.934, 24.695, 24.405, 62.767, 62.767, 26.661, 26.710, 26.887, 26.749, 24.695, 24.405, 62.767, 62.767
2025-08-15 19:44:31.678, 26.832, 26.842, 27.021, 26.931, 24.695, 24.405, 62.767, 62.767, 26.659, 26.707, 26.884, 26.746, 24.695, 24.405, 62.767, 62.767
2025-08-15 19:44:32.678, 26.829, 26.841, 27.018, 26.930, 24.695, 24.405, 62.767, 62.767, 26.656, 26.706, 26.881, 26.745, 24.695, 24.405, 62.767, 62.767
2025-08-15 19:44:33.679, 26.827, 26.839, 27.016, 26.928, 24.696, 24.405, 62.767, 62.767, 26.654, 26.704, 26.879, 26.743, 24.696, 24.405, 62.767, 62.767
2025-08-15 19:44:34.679, 26.825, 26.837, 27.014, 26.926, 24.698, 24.406, 62.767, 62.767, 26.652, 26.702, 26.877, 26.741, 24.698, 24.406, 62.767, 62.767
2025-08-15 19:44:35.679, 26.823, 26.836, 27.011, 26.923, 24.699, 24.407, 62.767, 62.767, 26.650, 26.701, 26.874, 26.738, 24.699, 24.407, 62.767, 62.767
2025-08-15 19:44:36.680, 26.821, 26.834, 27.006, 26.922, 24.700, 24.409, 62.767, 62.767, 26.648, 26.699, 26.869, 26.737, 24.700, 24.409, 62.767, 62.767
2025-08-15 19:44:37.681, 26.819, 26.832, 27.004, 26.920, 24.700, 24.410, 62.767, 62.767, 26.646, 26.697, 26.867, 26.735, 24.700, 24.410, 62.767, 62.767
2025-08-15 19:44:38.681, 26.817, 26.829, 27.002, 26.917, 24.701, 24.411, 62.767, 62.767, 26.644, 26.694, 26.865, 26.732, 24.701, 24.411, 62.767, 62.767
2025-08-15 19:44:39.681, 26.814, 26.827, 26.999, 26.915, 24.702, 24.412, 62.767, 62.767, 26.641, 26.692, 26.862, 26.730, 24.702, 24.412, 62.767, 62.767
2025-08-15 19:44:40.682, 26.811, 26.825, 26.996, 26.912, 24.703, 24.412, 62.767, 62.767, 26.638, 26.690, 26.859, 26.727, 24.703, 24.412, 62.767, 62.767
2025-08-15 19:44:41.683, 26.809, 26.823, 26.993, 26.909, 24.703, 24.414, 62.767, 62.767, 26.636, 26.688, 26.856, 26.724, 24.703, 24.414, 62.767, 62.767
2025-08-15 19:44:42.683, 26.806, 26.821, 26.991, 26.907, 24.704, 24.414, 62.767, 62.767, 26.633, 26.686, 26.854, 26.722, 24.704, 24.414, 62.767, 62.767
2025-08-15 19:44:43.684, 26.804, 26.819, 26.988, 26.906, 24.704, 24.415, 62.767, 62.767, 26.631, 26.684, 26.851, 26.721, 24.704, 24.415, 62.767, 62.767
2025-08-15 19:44:44.684, 26.801, 26.817, 26.985, 26.903, 24.705, 24.416, 62.767, 62.767, 26.628, 26.682, 26.848, 26.719, 24.705, 24.416, 62.767, 62.767
2025-08-15 19:44:45.685, 26.798, 26.814, 26.982, 26.900, 24.706, 24.416, 62.767, 62.767, 26.625, 26.679, 26.845, 26.716, 24.706, 24.416, 62.767, 62.767
2025-08-15 19:44:46.685, 26.795, 26.811, 26.979, 26.897, 24.706, 24.417, 62.767, 62.767, 26.622, 26.676, 26.842, 26.713, 24.706, 24.417, 62.767, 62.767
2025-08-15 19:44:47.686, 26.793, 26.809, 26.976, 26.894, 24.708, 24.419, 62.767, 62.767, 26.620, 26.674, 26.839, 26.710, 24.708, 24.419, 62.767, 62.767
2025-08-15 19:44:48.686, 26.791, 26.808, 26.974, 26.893, 24.708, 24.420, 62.767, 62.767, 26.618, 26.673, 26.837, 26.709, 24.708, 24.420, 62.767, 62.767
2025-08-15 19:44:49.687, 26.788, 26.806, 26.972, 26.890, 24.709, 24.421, 62.767, 62.767, 26.615, 26.671, 26.835, 26.706, 24.709, 24.421, 62.767, 62.767
2025-08-15 19:44:50.688, 26.786, 26.803, 26.970, 26.888, 24.710, 24.423, 62.767, 62.767, 26.613, 26.668, 26.833, 26.704, 24.710, 24.423, 62.767, 62.767
2025-08-15 19:44:51.688, 26.783, 26.801, 26.968, 26.885, 24.711, 24.422, 62.767, 62.767, 26.610, 26.666, 26.831, 26.701, 24.711, 24.422, 62.767, 62.767
2025-08-15 19:44:52.688, 26.781, 26.799, 26.964, 26.883, 24.711, 24.423, 62.767, 62.767, 26.608, 26.664, 26.827, 26.699, 24.711, 24.423, 62.767, 62.767
2025-08-15 19:44:53.689, 26.777, 26.796, 26.962, 26.879, 24.711, 24.424, 62.767, 62.767, 26.604, 26.661, 26.825, 26.695, 24.711, 24.424, 62.767, 62.767
2025-08-15 19:44:54.690, 26.775, 26.792, 26.960, 26.876, 24.713, 24.424, 62.767, 62.767, 26.602, 26.657, 26.823, 26.692, 24.713, 24.424, 62.767, 62.767
2025-08-15 19:44:55.690, 26.772, 26.791, 26.956, 26.874, 24.714, 24.424, 62.767, 62.767, 26.599, 26.656, 26.819, 26.690, 24.714, 24.424, 62.767, 62.767
2025-08-15 19:44:56.690, 26.769, 26.787, 26.953, 26.871, 24.714, 24.424, 62.767, 62.767, 26.596, 26.652, 26.816, 26.687, 24.714, 24.424, 62.767, 62.767
2025-08-15 19:44:57.691, 26.766, 26.784, 26.950, 26.868, 24.714, 24.424, 62.767, 62.767, 26.593, 26.649, 26.813, 26.684, 24.714, 24.424, 62.767, 62.767
2025-08-15 19:44:58.691, 26.763, 26.781, 26.946, 26.865, 24.715, 24.424, 62.767, 62.767, 26.590, 26.646, 26.809, 26.681, 24.715, 24.424, 62.767, 62.767
2025-08-15 19:44:59.692, 26.760, 26.777, 26.943, 26.862, 24.716, 24.425, 62.767, 62.767, 26.587, 26.642, 26.806, 26.678, 24.716, 24.425, 62.767, 62.767
2025-08-15 19:45:00.692, 26.755, 26.775, 26.940, 26.860, 24.717, 24.425, 62.767, 62.767, 26.582, 26.640, 26.803, 26.676, 24.717, 24.425, 62.767, 62.767
2025-08-15 19:45:01.692, 26.752, 26.772, 26.937, 26.856, 24.718, 24.425, 62.767, 62.767, 26.579, 26.637, 26.800, 26.672, 24.718, 24.425, 62.767, 62.767
2025-08-15 19:45:02.692, 26.750, 26.769, 26.933, 26.852, 24.718, 24.425, 62.767, 62.767, 26.577, 26.634, 26.796, 26.668, 24.718, 24.425, 62.767, 62.767
2025-08-15 19:45:03.693, 26.748, 26.767, 26.930, 26.849, 24.718, 24.425, 62.767, 62.767, 26.575, 26.632, 26.793, 26.665, 24.718, 24.425, 62.767, 62.767
2025-08-15 19:45:04.693, 26.744, 26.764, 26.926, 26.847, 24.719, 24.425, 62.767, 62.767, 26.571, 26.629, 26.789, 26.663, 24.719, 24.425, 62.767, 62.767
2025-08-15 19:45:05.694, 26.740, 26.762, 26.923, 26.843, 24.720, 24.426, 62.767, 62.767, 26.567, 26.627, 26.786, 26.659, 24.720, 24.426, 62.767, 62.767
2025-08-15 19:45:06.694, 26.739, 26.759, 26.921, 26.842, 24.720, 24.427, 62.767, 62.767, 26.566, 26.624, 26.784, 26.658, 24.720, 24.427, 62.767, 62.767
2025-08-15 19:45:07.694, 26.736, 26.758, 26.919, 26.839, 24.721, 24.428, 62.767, 62.767, 26.563, 26.623, 26.782, 26.655, 24.721, 24.428, 62.767, 62.767
2025-08-15 19:45:08.695, 26.734, 26.755, 26.917, 26.834, 24.722, 24.429, 62.767, 62.767, 26.561, 26.620, 26.780, 26.650, 24.722, 24.429, 62.767, 62.767
2025-08-15 19:45:09.695, 26.731, 26.753, 26.915, 26.832, 24.723, 24.431, 62.767, 62.767, 26.558, 26.618, 26.778, 26.648, 24.723, 24.431, 62.767, 62.767
2025-08-15 19:45:10.696, 26.729, 26.752, 26.912, 26.829, 24.723, 24.431, 62.767, 62.767, 26.556, 26.617, 26.775, 26.645, 24.723, 24.431, 62.767, 62.767
2025-08-15 19:45:11.696, 26.727, 26.748, 26.909, 26.827, 24.723, 24.433, 62.767, 62.767, 26.554, 26.613, 26.772, 26.643, 24.723, 24.433, 62.767, 62.767
2025-08-15 19:45:12.697, 26.724, 26.745, 26.907, 26.825, 24.724, 24.434, 62.767, 62.767, 26.551, 26.610, 26.770, 26.641, 24.724, 24.434, 62.767, 62.767
2025-08-15 19:45:13.697, 26.721, 26.743, 26.902, 26.822, 24.725, 24.435, 62.767, 62.767, 26.548, 26.608, 26.765, 26.638, 24.725, 24.435, 62.767, 62.767
2025-08-15 19:45:14.698, 26.719, 26.740, 26.897, 26.819, 24.726, 24.437, 62.767, 62.767, 26.546, 26.605, 26.760, 26.635, 24.726, 24.437, 62.767, 62.767
2025-08-15 19:45:15.698, 26.716, 26.738, 26.893, 26.817, 24.728, 24.438, 62.767, 62.767, 26.543, 26.603, 26.756, 26.633, 24.728, 24.438, 62.767, 62.767
2025-08-15 19:45:16.698, 26.712, 26.735, 26.889, 26.813, 24.728, 24.439, 62.767, 62.767, 26.539, 26.600, 26.752, 26.629, 24.728, 24.439, 62.767, 62.767
2025-08-15 19:45:17.699, 26.708, 26.731, 26.886, 26.809, 24.728, 24.440, 62.767, 62.767, 26.535, 26.596, 26.749, 26.625, 24.728, 24.440, 62.767, 62.767
2025-08-15 19:45:18.699, 26.705, 26.728, 26.883, 26.805, 24.729, 24.441, 62.767, 62.767, 26.532, 26.593, 26.746, 26.621, 24.729, 24.441, 62.767, 62.767
2025-08-15 19:45:19.700, 26.702, 26.725, 26.879, 26.803, 24.729, 24.442, 62.767, 62.767, 26.529, 26.590, 26.742, 26.619, 24.729, 24.442, 62.767, 62.767
2025-08-15 19:45:20.700, 26.699, 26.722, 26.878, 26.800, 24.731, 24.443, 62.767, 62.767, 26.526, 26.587, 26.741, 26.616, 24.731, 24.443, 62.767, 62.767
2025-08-15 19:45:21.701, 26.697, 26.720, 26.874, 26.797, 24.731, 24.444, 62.767, 62.767, 26.524, 26.585, 26.737, 26.613, 24.731, 24.444, 62.767, 62.767
2025-08-15 19:45:22.701, 26.693, 26.717, 26.871, 26.794, 24.731, 24.445, 62.767, 62.767, 26.520, 26.582, 26.734, 26.610, 24.731, 24.445, 62.767, 62.767
2025-08-15 19:45:23.701, 26.690, 26.713, 26.869, 26.790, 24.732, 24.445, 62.767, 62.767, 26.517, 26.578, 26.732, 26.606, 24.732, 24.445, 62.767, 62.767
2025-08-15 19:45:24.702, 26.687, 26.711, 26.866, 26.787, 24.732, 24.445, 62.767, 62.767, 26.514, 26.576, 26.729, 26.603, 24.732, 24.445, 62.767, 62.767
2025-08-15 19:45:25.702, 26.683, 26.707, 26.862, 26.785, 24.732, 24.444, 62.767, 62.767, 26.510, 26.572, 26.725, 26.601, 24.732, 24.444, 62.767, 62.767
2025-08-15 19:45:26.703, 26.680, 26.704, 26.859, 26.781, 24.733, 24.444, 62.767, 62.767, 26.507, 26.569, 26.722, 26.597, 24.733, 24.444, 62.767, 62.767
2025-08-15 19:45:27.703, 26.678, 26.701, 26.855, 26.777, 24.733, 24.444, 62.767, 62.767, 26.505, 26.566, 26.718, 26.593, 24.733, 24.444, 62.767, 62.767
2025-08-15 19:45:28.704, 26.674, 26.698, 26.851, 26.773, 24.733, 24.444, 62.767, 62.767, 26.501, 26.563, 26.714, 26.589, 24.733, 24.444, 62.767, 62.767
2025-08-15 19:45:29.704, 26.671, 26.696, 26.847, 26.771, 24.733, 24.444, 62.767, 62.767, 26.498, 26.561, 26.710, 26.587, 24.733, 24.444, 62.767, 62.767
2025-08-15 19:45:30.705, 26.666, 26.692, 26.844, 26.767, 24.734, 24.444, 62.767, 62.767, 26.493, 26.557, 26.707, 26.583, 24.734, 24.444, 62.767, 62.767
2025-08-15 19:45:31.705, 26.663, 26.688, 26.841, 26.764, 24.734, 24.444, 62.767, 62.767, 26.490, 26.553, 26.704, 26.580, 24.734, 24.444, 62.767, 62.767
2025-08-15 19:45:32.706, 26.660, 26.685, 26.838, 26.762, 24.734, 24.445, 62.767, 62.767, 26.487, 26.550, 26.701, 26.578, 24.734, 24.445, 62.767, 62.767
2025-08-15 19:45:33.706, 26.656, 26.682, 26.835, 26.758, 24.734, 24.445, 62.767, 62.767, 26.483, 26.547, 26.698, 26.574, 24.734, 24.445, 62.767, 62.767
2025-08-15 19:45:34.707, 26.654, 26.679, 26.831, 26.754, 24.734, 24.445, 62.767, 62.767, 26.481, 26.544, 26.694, 26.570, 24.734, 24.445, 62.767, 62.767
2025-08-15 19:45:35.707, 26.651, 26.675, 26.827, 26.750, 24.736, 24.446, 62.767, 62.767, 26.478, 26.540, 26.690, 26.566, 24.736, 24.446, 62.767, 62.767
2025-08-15 19:45:36.707, 26.646, 26.672, 26.823, 26.747, 24.736, 24.448, 62.767, 62.767, 26.473, 26.537, 26.686, 26.563, 24.736, 24.448, 62.767, 62.767
2025-08-15 19:45:37.708, 26.642, 26.669, 26.819, 26.744, 24.736, 24.449, 62.767, 62.767, 26.469, 26.534, 26.682, 26.560, 24.736, 24.449, 62.767, 62.767
2025-08-15 19:45:38.708, 26.640, 26.666, 26.815, 26.740, 24.737, 24.449, 62.767, 62.767, 26.467, 26.531, 26.678, 26.556, 24.737, 24.449, 62.767, 62.767
2025-08-15 19:45:39.709, 26.636, 26.663, 26.811, 26.736, 24.737, 24.449, 62.767, 62.767, 26.463, 26.528, 26.674, 26.552, 24.737, 24.449, 62.767, 62.767
2025-08-15 19:45:40.709, 26.632, 26.660, 26.808, 26.734, 24.737, 24.449, 62.767, 62.767, 26.459, 26.525, 26.671, 26.550, 24.737, 24.449, 62.767, 62.767
